# Non-intermittent technologies from L113.globaltech_capital_ATB and values interpolated from assumptions
# Values determined by an exponential function with terms for minimum achievable cost and pace of reduction
sector.name,subsector.name,technology,year,input.capital,capital.overnight,interest.rate,payback.years
electricity,wind,wind_storage,2021,capital,1689,0.127,30
electricity,wind,wind_storage,2025,capital,1422,0.127,30
electricity,wind,wind_storage,2030,capital,1209,0.127,30
electricity,wind,wind_storage,2035,capital,1121,0.127,30
electricity,wind,wind_storage,2040,capital,1034,0.127,30
electricity,wind,wind_storage,2045,capital,947,0.127,30
electricity,wind,wind_storage,2050,capital,860,0.127,30
electricity,wind,wind_storage,2055,capital,856,0.127,30
electricity,wind,wind_storage,2060,capital,851,0.127,30
electricity,wind,wind_storage,2065,capital,847,0.127,30
electricity,wind,wind_storage,2070,capital,843,0.127,30
electricity,wind,wind_storage,2075,capital,839,0.127,30
electricity,wind,wind_storage,2080,capital,835,0.127,30
electricity,wind,wind_storage,2085,capital,830,0.127,30
electricity,wind,wind_storage,2090,capital,826,0.127,30
electricity,wind,wind_storage,2095,capital,822,0.127,30
electricity,wind,wind_storage,2100,capital,818,0.127,30
